unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1647561600,2022-03-18 00:00:00,BTC/USD,40963.22,42362.00,40068.88,41794.37,2125.12318171,88818184.55196498
1647475200,2022-03-17 00:00:00,BTC/USD,41142.76,41497.24,40449.06,40963.22,1657.76165332,67907255.3125109
1647388800,2022-03-16 00:00:00,BTC/USD,39302.80,41693.97,38865.67,41142.76,5987.10388902,246325978.4010165
1647302400,2022-03-15 00:00:00,BTC/USD,39688.55,39896.13,38142.35,39302.70,1638.68402951,64404706.80662268
1647216000,2022-03-14 00:00:00,BTC/USD,37763.37,39913.42,37567.19,39665.71,1439.76768221,57109407.349914014
1647129600,2022-03-13 00:00:00,BTC/USD,38798.68,39312.50,37595.62,37790.54,737.88013225,27884888.652998913
1647043200,2022-03-12 00:00:00,BTC/USD,38729.79,39458.58,38653.89,38822.02,962.85566586,37380001.91713024
1646956800,2022-03-11 00:00:00,BTC/USD,39433.48,40237.22,38244.76,38729.79,2063.22335158,79908207.12978956
1646870400,2022-03-10 00:00:00,BTC/USD,41952.13,42053.95,38545.19,39444.45,2506.23482676,98857054.31239347
1646784000,2022-03-09 00:00:00,BTC/USD,38761.13,42591.68,38667.65,41960.02,1980.29362461,83093160.09450808
1646697600,2022-03-08 00:00:00,BTC/USD,38002.23,39377.00,37885.05,38753.65,1864.90461382,72271860.68736544
1646611200,2022-03-07 00:00:00,BTC/USD,38404.97,39557.26,37169.52,38016.47,1949.69691981,74120594.46104927
1646524800,2022-03-06 00:00:00,BTC/USD,39390.31,39701.00,38100.00,38438.89,1194.37373381,45910400.57281187
1646438400,2022-03-05 00:00:00,BTC/USD,39170.19,39620.30,38600.30,39416.79,806.91142871,31805858.33406204
1646352000,2022-03-04 00:00:00,BTC/USD,42476.25,42540.57,38590.95,39175.56,2493.65743037,97690426.28290574
1646265600,2022-03-03 00:00:00,BTC/USD,43936.73,44118.53,41832.34,42476.26,2253.43076958,95717311.26068017
1646179200,2022-03-02 00:00:00,BTC/USD,44443.98,45332.38,43350.00,43936.72,2043.55683949,89787184.66075706
1646092800,2022-03-01 00:00:00,BTC/USD,43221.71,44981.22,42847.85,44443.96,2831.29722228,125834060.49512342
1646006400,2022-02-28 00:00:00,BTC/USD,37717.10,44256.08,37468.99,43178.98,3160.61807044,136472264.45116735
1645920000,2022-02-27 00:00:00,BTC/USD,39146.66,39886.92,37015.74,37712.68,1701.81704307,64180081.56384513
1645833600,2022-02-26 00:00:00,BTC/USD,39242.64,40330.99,38600.00,39146.66,912.72408690,35730099.50368476
1645747200,2022-02-25 00:00:00,BTC/USD,38360.93,39727.97,38027.61,39231.64,2202.85182731,86421489.86236808
1645660800,2022-02-24 00:00:00,BTC/USD,37253.26,39720.00,34324.05,38376.88,6302.85095659,241883754.81893963
1645574400,2022-02-23 00:00:00,BTC/USD,38269.94,39303.24,37060.16,37274.18,1778.27525833,66283752.06853892
1645488000,2022-02-22 00:00:00,BTC/USD,37036.98,38463.88,36368.99,38269.94,2388.75903515,91417664.9496484
1645401600,2022-02-21 00:00:00,BTC/USD,38384.09,39494.11,36810.72,37076.60,3501.42036418,129820762.27455617
1645315200,2022-02-20 00:00:00,BTC/USD,40108.62,40151.62,37974.18,38373.90,1283.51154740,49253343.768772855
1645228800,2022-02-19 00:00:00,BTC/USD,40008.75,40471.27,39587.08,40109.02,695.65429600,27902012.07134992
1645142400,2022-02-18 00:00:00,BTC/USD,40532.66,40996.31,39450.00,39996.99,2212.71492010,88501936.5320905
1645056000,2022-02-17 00:00:00,BTC/USD,43901.49,44204.78,40088.88,40556.11,2437.49036088,98855127.19978897
1644969600,2022-02-16 00:00:00,BTC/USD,44590.75,44590.75,43312.83,43901.48,1251.83359420,54957347.499099426
1644883200,2022-02-15 00:00:00,BTC/USD,42567.27,44785.66,42469.96,44582.48,1772.92325828,79041315.70380294
1644796800,2022-02-14 00:00:00,BTC/USD,42078.53,42871.68,41575.00,42540.30,1270.88651697,54063893.69785889
1644710400,2022-02-13 00:00:00,BTC/USD,42232.68,42779.60,41882.54,42077.74,515.45574228,21689212.705164846
1644624000,2022-02-12 00:00:00,BTC/USD,42392.22,43034.00,41740.06,42241.11,892.34533043,37693657.260679975
1644537600,2022-02-11 00:00:00,BTC/USD,43540.15,43969.72,41983.12,42406.19,2170.37239741,92037224.25532396
1644451200,2022-02-10 00:00:00,BTC/USD,44426.24,45850.00,43209.07,43524.60,2692.62339808,117195356.35207276
1644364800,2022-02-09 00:00:00,BTC/USD,44106.95,44865.72,43164.00,44426.84,1625.88352507,72232867.22692087
1644278400,2022-02-08 00:00:00,BTC/USD,43895.60,45501.00,42701.19,44091.56,2591.80146351,114276569.73643896
1644192000,2022-02-07 00:00:00,BTC/USD,42420.24,44524.18,41682.11,43869.04,2601.46944039,114123966.93924652
1644105600,2022-02-06 00:00:00,BTC/USD,41422.70,42701.86,41141.81,42420.24,854.67571444,36255548.928716265
1644019200,2022-02-05 00:00:00,BTC/USD,41608.82,41983.12,40975.00,41427.72,1892.23797403,78391104.96148212
1643932800,2022-02-04 00:00:00,BTC/USD,37330.75,41760.39,37064.28,41579.57,3901.59890405,162226804.74287024
1643846400,2022-02-03 00:00:00,BTC/USD,36924.50,37391.74,36264.55,37320.11,1624.39014671,60622418.95813334
1643760000,2022-02-02 00:00:00,BTC/USD,38768.08,38883.96,36618.36,36923.50,1672.70719509,61762204.11790561
1643673600,2022-02-01 00:00:00,BTC/USD,38483.56,39285.00,38033.78,38733.04,2073.93871710,80329951.28698298
1643587200,2022-01-31 00:00:00,BTC/USD,37914.10,38776.33,36631.66,38491.92,2009.13000337,77335271.35931776
1643500800,2022-01-30 00:00:00,BTC/USD,38176.45,38378.88,37372.59,37941.82,708.79481272,26892965.20115595
1643414400,2022-01-29 00:00:00,BTC/USD,37713.14,38741.67,37327.79,38192.65,1296.90892268,49532388.565794304
1643328000,2022-01-28 00:00:00,BTC/USD,37179.62,38022.11,36173.98,37748.36,2420.65410706,91375722.66877943
1643241600,2022-01-27 00:00:00,BTC/USD,36824.02,37251.00,35511.32,37208.36,3103.82301099,115488163.96919988
1643155200,2022-01-26 00:00:00,BTC/USD,37006.76,38946.00,36279.21,36829.32,3663.15557069,134911528.72272462
1643068800,2022-01-25 00:00:00,BTC/USD,36721.59,37552.30,35722.43,36975.91,2793.69107911,103299269.90897425
1642982400,2022-01-24 00:00:00,BTC/USD,36262.21,38050.00,32950.72,36724.99,6335.15428027,232658477.5913729
1642896000,2022-01-23 00:00:00,BTC/USD,35084.79,36574.47,34624.59,36293.62,2533.70397599,91957289.29707019
1642809600,2022-01-22 00:00:00,BTC/USD,36447.37,36825.98,34000.00,35091.11,4510.37218636,158273966.53249928
1642723200,2022-01-21 00:00:00,BTC/USD,40654.72,41115.58,35423.00,36495.46,6201.04610092,226310029.93428183
1642636800,2022-01-20 00:00:00,BTC/USD,41733.21,43518.69,40554.14,40736.05,2425.15260695,98791137.85434556
1642550400,2022-01-19 00:00:00,BTC/USD,42378.23,42589.90,41145.23,41683.21,1664.70405269,69390208.61612834
1642464000,2022-01-18 00:00:00,BTC/USD,42230.09,42685.25,41290.06,42377.40,1638.87085963,69451085.96688436
1642377600,2022-01-17 00:00:00,BTC/USD,43099.08,43209.47,41581.00,42255.07,1060.00938797,44790770.88932951
1642291200,2022-01-16 00:00:00,BTC/USD,43084.77,43495.59,42615.00,43107.70,621.95302734,26810964.516664512
1642204800,2022-01-15 00:00:00,BTC/USD,43085.76,43826.80,42387.86,43102.01,707.65852297,30501504.73363817
1642118400,2022-01-14 00:00:00,BTC/USD,42579.44,43468.95,41782.21,43102.35,1386.83275834,59775750.9414361
1642032000,2022-01-13 00:00:00,BTC/USD,43935.01,44456.34,42321.00,42571.94,1993.88324273,84883477.77650699
1641945600,2022-01-12 00:00:00,BTC/USD,42754.44,44337.26,42471.17,43933.50,2502.76210107,109955098.76735884
1641859200,2022-01-11 00:00:00,BTC/USD,41842.22,43144.74,41284.11,42736.00,2442.65415081,104389267.78901616
1641772800,2022-01-10 00:00:00,BTC/USD,41853.98,42256.55,39558.70,41845.42,3494.01378649,146208474.38146436
1641686400,2022-01-09 00:00:00,BTC/USD,41697.32,42796.49,41200.00,41875.81,1532.58823403,64178373.69647581
1641600000,2022-01-08 00:00:00,BTC/USD,41576.73,42315.31,40517.05,41690.77,1581.47361959,65932852.93539418
1641513600,2022-01-07 00:00:00,BTC/USD,43093.40,43135.35,40600.00,41535.66,2984.20586087,123950960.00710364
1641427200,2022-01-06 00:00:00,BTC/USD,43417.31,43782.86,42414.00,43097.60,2450.11309350,105593994.0584256
1641340800,2022-01-05 00:00:00,BTC/USD,45828.77,46855.06,42413.59,43435.80,3397.54577759,147575118.88624373
1641254400,2022-01-04 00:00:00,BTC/USD,46464.01,47526.00,45539.05,45820.00,1832.61283694,83970320.18859081
1641168000,2022-01-03 00:00:00,BTC/USD,47290.55,47586.58,45692.13,46439.89,1140.17908832,52949791.441881076
1641081600,2022-01-02 00:00:00,BTC/USD,47745.25,47989.00,46660.00,47350.22,702.09475540,33244341.12903619
1640995200,2022-01-01 00:00:00,BTC/USD,46230.00,47960.98,46199.90,47777.42,741.52060313,35427941.29439533
1640908800,2021-12-31 00:00:00,BTC/USD,47110.30,48589.47,45655.31,46214.37,1798.55260406,83118975.50849235
1640822400,2021-12-30 00:00:00,BTC/USD,46474.59,47916.32,45934.37,47150.71,2162.27044303,101952586.60087904
1640736000,2021-12-29 00:00:00,BTC/USD,47597.70,48157.41,46099.94,46483.36,2089.30815829,97118063.27273105
1640649600,2021-12-28 00:00:00,BTC/USD,50708.05,50719.59,47300.00,47543.30,2215.26863352,105321181.22403143
1640563200,2021-12-27 00:00:00,BTC/USD,50885.32,52098.60,50479.44,50718.11,1102.98343745,55941235.30876723
1640476800,2021-12-26 00:00:00,BTC/USD,50421.51,51292.65,49458.85,50791.21,1015.22197466,51564352.51157074
1640390400,2021-12-25 00:00:00,BTC/USD,50857.42,51179.36,50190.90,50442.22,823.04872916,41516405.067009136
1640304000,2021-12-24 00:00:00,BTC/USD,50850.00,51864.56,50442.34,50841.48,1446.08883091,73521296.37493415
1640217600,2021-12-23 00:00:00,BTC/USD,48618.99,51386.66,48051.10,50850.00,1715.35802664,87225955.654644
1640131200,2021-12-22 00:00:00,BTC/USD,48907.75,49600.00,48449.87,48618.99,1306.16574192,63504459.144751064
1640044800,2021-12-21 00:00:00,BTC/USD,46926.72,49353.49,46667.08,48929.86,1674.16446918,81916633.09395172
1639958400,2021-12-20 00:00:00,BTC/USD,46671.66,47547.50,45572.94,46915.00,1726.01603262,80976042.1703673
1639872000,2021-12-19 00:00:00,BTC/USD,46854.18,48307.34,46450.00,46704.67,1275.49937089,59571777.20262505
1639785600,2021-12-18 00:00:00,BTC/USD,46141.63,47370.14,45501.00,46881.87,827.39374258,38789765.87844902
1639699200,2021-12-17 00:00:00,BTC/USD,47654.99,48018.52,45478.74,46210.92,2077.28024679,95993031.30199295
1639612800,2021-12-16 00:00:00,BTC/USD,48876.84,49449.00,47506.21,47663.42,1456.25725801,69410201.31657898
1639526400,2021-12-15 00:00:00,BTC/USD,48386.95,49514.85,46560.00,48876.84,2593.35180959,126754841.46104088
1639440000,2021-12-14 00:00:00,BTC/USD,46736.70,48689.30,46310.40,48389.96,2016.58981458,97582700.46393362
1639353600,2021-12-13 00:00:00,BTC/USD,50102.31,50226.20,45750.00,46725.02,3337.44792896,155942321.22961456
1639267200,2021-12-12 00:00:00,BTC/USD,49420.51,50800.00,48675.00,50124.38,1233.78838616,61842877.907470584
1639180800,2021-12-11 00:00:00,BTC/USD,47179.53,49539.40,46789.00,49400.54,1323.03955982,65358868.696470305
1639094400,2021-12-10 00:00:00,BTC/USD,47573.43,50132.88,46886.00,47142.42,2705.17070403,127528293.50107794
1639008000,2021-12-09 00:00:00,BTC/USD,50535.15,50839.01,47332.43,47593.12,2585.43270776,123048809.11234662
1638921600,2021-12-08 00:00:00,BTC/USD,50635.87,51249.41,48656.20,50543.30,1598.43571319,80790215.78247613
1638835200,2021-12-07 00:00:00,BTC/USD,50550.09,51991.00,50062.13,50627.32,1719.31761862,87044443.25951271
1638748800,2021-12-06 00:00:00,BTC/USD,49484.00,50986.00,47111.00,50555.00,4652.11767659,235187809.14000744
1638662400,2021-12-05 00:00:00,BTC/USD,49240.81,49777.62,47836.34,49463.22,5156.66613697,255065311.59949723
1638576000,2021-12-04 00:00:00,BTC/USD,53685.47,53877.77,41967.50,49234.97,10025.68966854,493614530.05987686
1638489600,2021-12-03 00:00:00,BTC/USD,56534.26,57652.00,51556.01,53743.69,2964.76818531,159337582.2731632
1638403200,2021-12-02 00:00:00,BTC/USD,57232.71,57413.52,55839.85,56547.96,2758.14469791,155967456.05162677
1638316800,2021-12-01 00:00:00,BTC/USD,57027.28,59099.64,56469.22,57251.59,2515.54071956,144018705.9045541
1638230400,2021-11-30 00:00:00,BTC/USD,57843.33,59250.00,55918.80,56974.12,3562.71762735,202982701.6267542
1638144000,2021-11-29 00:00:00,BTC/USD,57327.32,58931.07,56750.00,57845.12,2069.73496900,119724067.65000129
1638057600,2021-11-28 00:00:00,BTC/USD,54764.24,57482.42,53308.93,57338.55,1377.55454862,78986980.36377531
1637971200,2021-11-27 00:00:00,BTC/USD,53794.32,55382.00,53653.45,54774.66,1360.56586778,74524532.81525446
1637884800,2021-11-26 00:00:00,BTC/USD,59004.88,59207.36,53524.03,53789.35,5221.84056738,280879409.9230014
1637798400,2021-11-25 00:00:00,BTC/USD,57169.19,59445.45,57044.42,58990.14,1362.17480499,80354882.4508328
1637712000,2021-11-24 00:00:00,BTC/USD,57583.91,57750.20,55894.62,57185.06,1809.45432912,103473754.37798694
1637625600,2021-11-23 00:00:00,BTC/USD,56283.80,57897.54,55128.60,57579.99,2732.08480061,157313415.4982758
1637539200,2021-11-22 00:00:00,BTC/USD,58679.27,59516.78,55628.57,56294.11,2943.16337271,165682762.65130776
1637452800,2021-11-21 00:00:00,BTC/USD,59785.85,60090.55,58525.84,58678.47,895.67509480,52556844.17996896
1637366400,2021-11-20 00:00:00,BTC/USD,58126.46,59896.54,57424.27,59768.54,1172.15930996,70058250.60371666
1637280000,2021-11-19 00:00:00,BTC/USD,56924.94,58402.05,55640.00,58128.55,3277.02585927,190488761.5118692
1637193600,2021-11-18 00:00:00,BTC/USD,60376.94,60978.39,56516.44,56917.66,6160.70975752,350653183.3372058
1637107200,2021-11-17 00:00:00,BTC/USD,60115.12,60888.50,58400.00,60373.65,3716.81055911,224397419.81201148
1637020800,2021-11-16 00:00:00,BTC/USD,63621.61,63628.00,58563.00,60142.31,4632.77331708,278625688.9955537
1636934400,2021-11-15 00:00:00,BTC/USD,65509.87,66387.40,63348.91,63606.09,2000.82362240,127264567.4005004
1636848000,2021-11-14 00:00:00,BTC/USD,64403.43,65509.87,63595.76,65509.87,1247.88451724,81748752.49940516
1636761600,2021-11-13 00:00:00,BTC/USD,64140.23,64980.00,63400.00,64417.52,830.13101807,53474981.459144585
1636675200,2021-11-12 00:00:00,BTC/USD,64783.13,65497.53,62294.84,64158.41,2519.30730563,161634751.03060487
1636588800,2021-11-11 00:00:00,BTC/USD,64919.18,65625.44,64140.00,64821.33,1583.28379977,102630561.6685451
1636502400,2021-11-10 00:00:00,BTC/USD,66928.42,69000.00,62856.71,64921.43,3419.11869317,221974074.90032762
1636416000,2021-11-09 00:00:00,BTC/USD,67547.49,68564.40,66250.00,66945.72,2136.85836086,143053521.50579253
1636329600,2021-11-08 00:00:00,BTC/USD,63300.00,67803.55,63300.00,67559.00,2715.42386367,183451320.80568156
1636243200,2021-11-07 00:00:00,BTC/USD,61542.43,63300.00,61396.57,63300.00,1115.66885061,70621838.24361299
1636156800,2021-11-06 00:00:00,BTC/USD,61008.19,61609.50,60109.91,61542.44,1268.51181970,78067312.55317807
1636070400,2021-11-05 00:00:00,BTC/USD,61430.02,62666.52,60769.17,61031.91,1569.40792218,95783963.05977677
1635984000,2021-11-04 00:00:00,BTC/USD,62945.38,63136.82,60725.00,61457.25,1507.54272229,92649429.9694571
1635897600,2021-11-03 00:00:00,BTC/USD,63260.00,63567.21,60018.46,62930.72,2148.47086339,135204818.33215433
1635811200,2021-11-02 00:00:00,BTC/USD,60949.78,64300.00,60669.91,63260.00,3336.52681752,211068686.4763152
1635724800,2021-11-01 00:00:00,BTC/USD,61356.57,62500.00,59500.00,60922.85,2507.39797107,152757830.48180196
1635638400,2021-10-31 00:00:00,BTC/USD,61904.96,62438.85,60000.00,61359.44,1548.12901591,94992329.46398869
1635552000,2021-10-30 00:00:00,BTC/USD,62278.92,62376.32,60660.02,61932.30,1542.31917477,95519373.82760808
1635465600,2021-10-29 00:00:00,BTC/USD,60608.95,62971.54,60154.53,62301.59,3884.64236172,242019395.7165111
1635379200,2021-10-28 00:00:00,BTC/USD,58471.06,62524.00,56425.00,60592.76,3769.75506439,228419863.87536782
1635292800,2021-10-27 00:00:00,BTC/USD,60331.40,61489.00,58100.01,58465.90,3479.73809611,203446019.55335763
1635206400,2021-10-26 00:00:00,BTC/USD,63101.43,63299.30,59830.00,60328.22,1965.54522515,118577844.76279874
1635120000,2021-10-25 00:00:00,BTC/USD,60883.96,63733.93,60670.00,63101.43,1730.14621615,109174700.3481541
1635033600,2021-10-24 00:00:00,BTC/USD,61306.64,61497.33,59510.00,60910.16,1204.84773547,73387468.34311539
1634947200,2021-10-23 00:00:00,BTC/USD,60698.54,61737.38,59633.61,61338.76,1056.07965827,64778616.699505545
1634860800,2021-10-22 00:00:00,BTC/USD,62207.51,63757.28,59953.74,60702.68,3159.42528548,191785582.0884011
1634774400,2021-10-21 00:00:00,BTC/USD,66027.81,66664.10,61850.00,62219.44,3891.52853281,242128726.05545983
1634688000,2021-10-20 00:00:00,BTC/USD,64282.20,67016.50,63529.00,65990.31,3070.68430005,202635408.8724325
1634601600,2021-10-19 00:00:00,BTC/USD,62014.99,64499.00,61350.00,64241.61,3253.73979225,209025482.77520552
1634515200,2021-10-18 00:00:00,BTC/USD,61519.52,62679.00,59013.00,62034.65,5754.55184160,356981609.4005115
1634428800,2021-10-17 00:00:00,BTC/USD,60885.27,61712.00,58933.00,61538.97,1261.12996084,77608638.82623394
1634342400,2021-10-16 00:00:00,BTC/USD,61703.45,62352.00,60100.27,60870.26,1263.44800176,76906408.36361165
1634256000,2021-10-15 00:00:00,BTC/USD,57370.48,62944.94,56877.00,61657.35,4205.42307030,259295242.14356172
1634169600,2021-10-14 00:00:00,BTC/USD,57395.84,58550.00,56830.56,57371.58,1879.45401231,107827246.22356416
1634083200,2021-10-13 00:00:00,BTC/USD,56004.61,57773.89,54231.00,57374.55,3359.69683046,192761093.7840688
1633996800,2021-10-12 00:00:00,BTC/USD,57490.00,57701.00,53909.00,55995.49,3224.83970306,180576479.3442992
1633910400,2021-10-11 00:00:00,BTC/USD,54657.00,57855.79,54462.45,57485.20,1955.78560334,112428726.56512056
1633824000,2021-10-10 00:00:00,BTC/USD,54984.49,56561.00,51000.00,54714.95,1735.42193508,94953524.40680544
1633737600,2021-10-09 00:00:00,BTC/USD,53952.82,55512.05,53674.69,54976.92,1061.02324334,58331789.96724371
1633651200,2021-10-08 00:00:00,BTC/USD,53816.16,56168.00,53623.02,53957.21,2217.75513685,119663879.64759418
1633564800,2021-10-07 00:00:00,BTC/USD,55360.10,55360.32,53289.57,53787.60,2349.70121453,126384789.04665382
1633478400,2021-10-06 00:00:00,BTC/USD,51521.89,55800.00,50428.64,55345.79,4441.90271751,245840615.00373778
1633392000,2021-10-05 00:00:00,BTC/USD,49283.89,51914.68,49075.00,51501.19,2206.59644303,113642342.66581221
1633305600,2021-10-04 00:00:00,BTC/USD,48231.04,49530.53,46900.00,49242.14,2737.78053315,134814172.30264693
1633219200,2021-10-03 00:00:00,BTC/USD,47644.63,49225.55,47119.87,48235.93,1164.60296870,56175707.276005395
1633132800,2021-10-02 00:00:00,BTC/USD,48185.61,48361.83,47468.15,47685.80,1361.84402667,64940621.88698029
1633046400,2021-10-01 00:00:00,BTC/USD,43835.47,48500.00,43291.07,48171.86,3446.87226506,166042248.1903532
1632960000,2021-09-30 00:00:00,BTC/USD,41537.56,44117.74,41427.87,43834.43,2614.50420927,114605301.74595118
1632873600,2021-09-29 00:00:00,BTC/USD,41024.21,42595.93,40750.00,41542.90,1804.77808474,74975715.49654534
1632787200,2021-09-28 00:00:00,BTC/USD,42154.87,42778.93,40888.00,41049.00,2246.85357977,92231092.59597874
1632700800,2021-09-27 00:00:00,BTC/USD,43162.82,44377.70,42130.00,42189.81,1936.64957217,81706877.48643358
1632614400,2021-09-26 00:00:00,BTC/USD,42699.10,43956.38,40808.00,43204.73,1659.78466242,71710548.19799724
1632528000,2021-09-25 00:00:00,BTC/USD,42835.88,43010.69,41689.60,42722.19,879.19677382,37561211.618525065
1632441600,2021-09-24 00:00:00,BTC/USD,44893.70,45159.90,40693.27,42848.50,4348.92828394,186345053.5744031
1632355200,2021-09-23 00:00:00,BTC/USD,43586.00,45013.17,43105.00,44903.50,2317.75578384,104075346.83965944
1632268800,2021-09-22 00:00:00,BTC/USD,40702.07,44031.85,40580.18,43589.53,3040.94514066,132553369.4371533
1632182400,2021-09-21 00:00:00,BTC/USD,43003.07,43643.34,39573.21,40596.54,5961.58790269,242019841.75507072
1632096000,2021-09-20 00:00:00,BTC/USD,47257.86,47334.54,42453.97,43035.99,4240.48541968,182493488.11649427
1632009600,2021-09-19 00:00:00,BTC/USD,48307.05,48389.52,46860.00,47245.25,999.59599085,47226162.48670597
1631923200,2021-09-18 00:00:00,BTC/USD,47316.21,48834.00,47052.90,48326.74,1452.50623073,70194890.96086872
1631836800,2021-09-17 00:00:00,BTC/USD,47773.44,48179.00,46712.14,47305.18,1558.52317573,73726219.36207928
1631750400,2021-09-16 00:00:00,BTC/USD,48188.12,48505.00,47035.00,47760.64,1886.04173385,90078560.27538566
1631664000,2021-09-15 00:00:00,BTC/USD,47123.81,48465.77,46702.26,48150.94,1307.24871087,62945254.242178716
1631577600,2021-09-14 00:00:00,BTC/USD,44983.77,47273.38,44704.18,47103.18,1643.95662405,77435584.77481948
1631491200,2021-09-13 00:00:00,BTC/USD,46039.42,46895.82,43400.00,44974.34,2308.42207379,103819759.21013655
1631404800,2021-09-12 00:00:00,BTC/USD,45162.96,46491.63,44752.96,46035.00,1015.76215832,46760610.9582612
1631318400,2021-09-11 00:00:00,BTC/USD,44858.20,45993.32,44767.75,45176.66,906.80620376,40966475.55315625
1631232000,2021-09-10 00:00:00,BTC/USD,46368.11,47029.08,44125.00,44857.38,2392.57110617,107324471.28648803
1631145600,2021-09-09 00:00:00,BTC/USD,46070.43,47419.95,45550.00,46392.81,2595.98696952,120435130.23941715
1631059200,2021-09-08 00:00:00,BTC/USD,46894.30,47386.72,44436.93,46091.94,3309.09834404,152522762.32759103
1630972800,2021-09-07 00:00:00,BTC/USD,52719.43,52956.47,42900.01,46866.82,6811.92218815,319253131.0460322
1630886400,2021-09-06 00:00:00,BTC/USD,51809.28,52810.00,51024.32,52708.20,2057.32862241,108438088.49571076
1630800000,2021-09-05 00:00:00,BTC/USD,49965.32,51900.00,49500.00,51809.28,986.48708300,51109185.49953024
1630713600,2021-09-04 00:00:00,BTC/USD,50033.50,50570.94,49388.26,49943.16,869.28839285,43415009.29025041
1630627200,2021-09-03 00:00:00,BTC/USD,49284.93,51050.00,48351.60,50025.04,2226.78294854,111394906.07203144
1630540800,2021-09-02 00:00:00,BTC/USD,48830.93,50390.00,48625.00,49274.79,2267.93197524,111751871.81423621
1630454400,2021-09-01 00:00:00,BTC/USD,47118.02,49134.00,46532.42,48853.49,2194.63007880,107215338.608355
1630368000,2021-08-31 00:00:00,BTC/USD,46969.05,48270.33,46699.00,47156.09,2239.16770320,105590393.73719247
1630281600,2021-08-30 00:00:00,BTC/USD,48782.56,48915.29,46855.41,47003.44,1676.48255108,78800447.00073572
1630195200,2021-08-29 00:00:00,BTC/USD,48947.10,49666.00,47798.29,48808.72,1044.48189034,50979824.13067577
1630108800,2021-08-28 00:00:00,BTC/USD,49100.49,49325.00,48244.88,48935.36,692.70588551,33897811.88155063
1630022400,2021-08-27 00:00:00,BTC/USD,46857.86,49187.00,46363.00,49100.49,1943.55725598,95429613.61167343
1629936000,2021-08-26 00:00:00,BTC/USD,49022.39,49387.60,46309.33,46856.29,2091.10982610,97981648.43359119
1629849600,2021-08-25 00:00:00,BTC/USD,47670.80,49273.93,47100.00,49011.75,1902.72053396,93255663.13031404
1629763200,2021-08-24 00:00:00,BTC/USD,49516.08,49893.50,47593.66,47731.33,2217.80305724,105858689.60013132
1629676800,2021-08-23 00:00:00,BTC/USD,49296.71,50562.11,49010.00,49561.37,2419.86814706,119931980.58765508
1629590400,2021-08-22 00:00:00,BTC/USD,48883.84,49540.01,48080.17,49301.86,985.76533304,48600064.442391455
1629504000,2021-08-21 00:00:00,BTC/USD,49332.31,49833.02,48300.00,48884.34,1768.24156609,86439321.91887604
1629417600,2021-08-20 00:00:00,BTC/USD,46759.29,49436.10,46645.77,49356.00,2815.55159523,138964364.53417188
1629331200,2021-08-19 00:00:00,BTC/USD,44734.16,47114.99,43935.54,46764.30,2776.23768490,129828811.96796909
1629244800,2021-08-18 00:00:00,BTC/USD,44631.47,46041.62,44218.73,44721.13,2247.93415783,100530155.70375594
1629158400,2021-08-17 00:00:00,BTC/USD,45930.48,47183.37,44417.51,44694.35,3286.27326450,146877847.47920558
1629072000,2021-08-16 00:00:00,BTC/USD,47024.96,48075.22,45654.14,45930.51,2410.15099528,110699464.390218
1628985600,2021-08-15 00:00:00,BTC/USD,47130.97,47424.00,45500.27,47028.30,1726.79562797,81208262.83086155
1628899200,2021-08-14 00:00:00,BTC/USD,47855.00,48190.00,46000.00,47119.73,1908.95141153,89949275.09441249
1628812800,2021-08-13 00:00:00,BTC/USD,44413.35,47929.18,44253.97,47860.58,2934.74203072,140458455.74063703
1628726400,2021-08-12 00:00:00,BTC/USD,45536.80,46236.70,43800.02,44444.45,2463.50628392,109489181.86036824
1628640000,2021-08-11 00:00:00,BTC/USD,45596.21,46787.60,45353.02,45539.85,2606.12636675,118682603.82283999
1628553600,2021-08-10 00:00:00,BTC/USD,46282.30,46759.00,44643.00,45609.70,2390.08850832,109011219.8379227
1628467200,2021-08-09 00:00:00,BTC/USD,43836.05,46529.02,42811.26,46292.89,4961.58828106,229686260.52039963
1628380800,2021-08-08 00:00:00,BTC/USD,44624.40,45355.00,43298.84,43858.42,3647.13062980,159957386.9566329
1628294400,2021-08-07 00:00:00,BTC/USD,42857.09,44763.14,42251.00,44612.94,4886.93838098,218020688.7743579
1628208000,2021-08-06 00:00:00,BTC/USD,40893.77,43381.00,39879.47,42856.59,2937.38483944,125886297.7360959
1628121600,2021-08-05 00:00:00,BTC/USD,39742.77,41401.96,37300.00,40894.67,5804.40706860,237369311.61606434
1628035200,2021-08-04 00:00:00,BTC/USD,38173.75,39973.94,37481.00,39741.12,4080.83535873,162176967.691532
1627948800,2021-08-03 00:00:00,BTC/USD,39157.52,39792.83,37639.00,38177.07,3279.64493738,125207234.34950188
1627862400,2021-08-02 00:00:00,BTC/USD,39875.20,40459.31,38687.62,39165.55,2407.96526999,94309284.18005684
1627776000,2021-08-01 00:00:00,BTC/USD,41489.16,42614.85,39424.27,39839.00,2042.01706796,81351917.97045845
1627689600,2021-07-31 00:00:00,BTC/USD,42236.72,42411.32,41007.51,41490.13,1507.86822076,62561648.502201095
1627603200,2021-07-30 00:00:00,BTC/USD,40045.21,42335.50,38331.37,42234.89,3651.71579023,154229814.71162713
1627516800,2021-07-29 00:00:00,BTC/USD,40024.80,40662.80,39239.95,40037.51,2306.03838571,92328034.92824799
